Channel,Case Type,Business Area,Case Stage,Primary Category,Secondaory Category,Tertiary Category,Case Ownership,Escalation LOBs,Owner Type,Queue Name,L0 To ,L0 CC,L1 To,L1 CC,L2 To,L2 CC,L3 To,L3 CC,L4 To,L4 CC,L5 To,L5 CC,L6 To,L6 CC
Arena,MSIL Query,Loyalty Program,,,DMS (Transactional),,,MSIL Query,Queue,Pending_MSIL_Response,MGR-AG4;MGR-DMS,NM-LPD;MGR-LPD,NM-LPD,MGR-AG4;MGR-DMS;MGR-LPD,DH-LPD;DH-DMS,MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD,DVH-LPD;DVH-DMS,DH-LPD;DH-DMS;MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD,DVH-LPD;DVH-DMS,DH-LPD;DH-DMS;MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD,DVH-LPD;DVH-DMS,DH-LPD;DH-DMS;MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD,DVH-LPD;DVH-DMS,DH-LPD;DH-DMS;MGR-AG4;MGR-DMS;MGR-LPD;NM-LPD
Arena,MSIL Query,Loyalty Program,,,Badges,,MGR-LPD,MSIL Query,User,,MGR-LPD,NM-LPD;L6A,NM-LPD,MGR-LPD,DH-LPD,NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A
Arena,MSIL Query,Loyalty Program,,,Events,,MGR-LPD,MSIL Query,User,,MGR-LPD,NM-LPD;L6A,NM-LPD,MGR-LPD,DH-LPD,NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A
Arena,MSIL Query,Loyalty Program,,,Offers,,MGR-LPD,MSIL Query,User,,MGR-LPD,NM-LPD;L6A,NM-LPD,MGR-LPD,DH-LPD,NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A
Arena,MSIL Query,Loyalty Program,,,Rewards,,MGR-LPD,MSIL Query,User,,MGR-LPD,NM-LPD;L6A,NM-LPD,MGR-LPD,DH-LPD,NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A,DVH-LPD,DH-LPD;NM-LPD;MGR-LPD;L6A
Arena,MSIL Query,Loyalty Program,,,General,,MGR-LPD,MSIL Query,User,,MGR-LPD,DH-LPD,DH-LPD,MGR-LPD,DVH-LPD,DH-LPD;MGR-LPD,DVH-LPD,DH-LPD;MGR-LPD,DVH-LPD,DH-LPD;MGR-LPD,DVH-LPD,DH-LPD;MGR-LPD,DVH-LPD,DH-LPD;MGR-LPD
Nexa,Complaint,Sales,,,,,L1A;L2A;L2B;L3A;L4,Sales,User,,L1A,L2A;L2B;L3A;L6A,L4,L2A;L2B;L3A;L6A,L5,L1A;L2A;L2B;L3A;L4;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A
Nexa,Complaint,Sales,Pre Sales,,Program Explaination,,L1A;L2A;L2B;L3A;L4,Sales;Loyalty,User,,L1A,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L5;DH-LPD,L1A;L2A;L2B;L3A;L4;L6A;L7A;NM-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Complaint,Sales,Post Sales,,Program Explaination/ Enrollment/ Bonus Points,,L1A;L2A;L2B;L3A;L4,Sales;Loyalty,User,,L1A,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L5;DH-LPD,L1A;L2A;L2B;L3A;L4;L6A;L7A;NM-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Complaint,Sales,Post Sales,,Points Redemption/ Offers/ Transactional,,L1A;L2A;L2B;L3A;L4,Sales;Loyalty,User,,L1A,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L5;DH-LPD,L1A;L2A;L2B;L3A;L4;L6A;L7A;NM-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Complaint,Accessories,Pre Sales,,Accessories Pending,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Nexa,Complaint,Accessories,Pre Sales,,Accessories Not fixed properly,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Nexa,Complaint,Accessories,Pre Sales,,Accessories Quality Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Nexa,Complaint,Accessories,Pre Sales,,Accessories Availability Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Nexa,Complaint,Accessories,Post Sales,,Accessories Pending,,L1A;L2A;L2B;L3A;L4,Sales,User,,L1A,L2A;L2B;L3A;L6A,L4,L2A;L2B;L3A;L6A,L5,L1A;L2A;L2B;L3A;L4;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A
Nexa,Complaint,Accessories,Post Sales,,Accessories Not fixed properly,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Nexa,Complaint,Accessories,Post Sales,,Accessories Quality Related,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Nexa,Complaint,Accessories,Post Sales,,Accessories Availability Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Nexa,Complaint,Finance,,,,,L1A;L2A;L2B;L3A;L4,Sales,User,,L1A,L2A;L2B;L3A;L6A,L4,L2A;L2B;L3A;L6A,L5,L1A;L2A;L2B;L3A;L4;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A
Nexa,Complaint,Service-Workshop,,,,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B,L4,L2A;L2B;L3A;L3B;L4;L5,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A
Nexa,Complaint,Service-Workshop,,,,Airbag Related Issue,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;L6C;L6D,L4,L2A;L2B;L3A;L3B;L4;L5;L6C;L6D,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D
Nexa,Complaint,Service-Workshop,,,,Fire Related,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;L6C;L6D,L4,L2A;L2B;L3A;L3B;L4;L5;L6C;L6D,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D
Nexa,Complaint,Service-Workshop,,,Program Explaination/ Enrollment/ Bonus Points,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Complaint,Service-Workshop,,,Redemption/ Offers/ Transactional,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Complaint,Service-Bodyshop,,,,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B,L4,L2A;L2B;L3A;L3B;L4;L5,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A
Nexa,Complaint,Service-Bodyshop,,,Program Explaination/ Enrollment/ Bonus Points,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Complaint,Service-Bodyshop,,,Redemption/ Offers/ Transactional,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Dealer Query,Sales,,,,,L1A;L2A;L2B;L3A;L4,Sales,User,,L1A,L2A;L2B;L3A;L6A,L4,L2A;L2B;L3A;L6A,L5,L1A;L2A;L2B;L3A;L4;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A
Nexa,Dealer Query,Sales,Pre Sales,,Program Explaination,,L1A;L2A;L2B;L3A;L4,Sales;Loyalty,User,,L1A,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L5;DH-LPD,L1A;L2A;L2B;L3A;L4;L6A;L7A;NM-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Dealer Query,Sales,Post Sales,,Program Explaination/ Enrollment/ Bonus Points,,L1A;L2A;L2B;L3A;L4,Sales;Loyalty,User,,L1A,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L5;DH-LPD,L1A;L2A;L2B;L3A;L4;L6A;L7A;NM-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Dealer Query,Sales,Post Sales,,Points Redemption/ Offers/ Transactional,,L1A;L2A;L2B;L3A;L4,Sales;Loyalty,User,,L1A,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L5;DH-LPD,L1A;L2A;L2B;L3A;L4;L6A;L7A;NM-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Dealer Query,Accessories,Pre Sales,,Accessories Pending,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Nexa,Dealer Query,Accessories,Pre Sales,,Accessories Not fixed properly,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Nexa,Dealer Query,Accessories,Pre Sales,,Accessories Quality Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Nexa,Dealer Query,Accessories,Pre Sales,,Accessories Availability Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Nexa,Dealer Query,Accessories,Post Sales,,Accessories Pending,,L1A;L2A;L2B;L3A;L4,Sales,User,,L1A,L2A;L2B;L3A;L6A,L4,L2A;L2B;L3A;L6A,L5,L1A;L2A;L2B;L3A;L4;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A
Nexa,Dealer Query,Accessories,Post Sales,,Accessories Not fixed properly,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Nexa,Dealer Query,Accessories,Post Sales,,Accessories Quality Related,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Nexa,Dealer Query,Accessories,Post Sales,,Accessories Availability Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Nexa,Dealer Query,Finance,,,,,L1A;L2A;L2B;L3A;L4,Sales,User,,L1A,L2A;L2B;L3A;L6A,L4,L2A;L2B;L3A;L6A,L5,L1A;L2A;L2B;L3A;L4;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A
Nexa,Dealer Query,Service-Workshop,,,,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B,L4,L2A;L2B;L3A;L3B;L4;L5,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A
Nexa,Dealer Query,Service-Workshop,,,,Airbag Related Issue,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;L6C;L6D,L4,L2A;L2B;L3A;L3B;L4;L5;L6C;L6D,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D
Nexa,Dealer Query,Service-Workshop,,,,Fire Related,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;L6C;L6D,L4,L2A;L2B;L3A;L3B;L4;L5;L6C;L6D,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D
Nexa,Dealer Query,Service-Workshop,,,Program Explaination/ Enrollment/ Bonus Points,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Dealer Query,Service-Workshop,,,Redemption/ Offers/ Transactional,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Nexa,Dealer Query,Service-Bodyshop,,,,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B,L4,L2A;L2B;L3A;L3B;L4;L5,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A
Nexa,Dealer Query,Service-Bodyshop,,,Program Explaination/ Enrollment/ Bonus Points,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
